source_ip,destination_ip,source_port,destination_port,protocol,duration,total_bytes,packet_count,interval_mean,interval_variance,interval_entropy,size_variance,bytes_per_packet,packets_per_second,byte_rate,burst_ratio,session_id,session_flow_count,session_duration,session_total_packets,session_total_bytes,average_flow_gap,flow_gap_variance,attack_type,label
127.0.0.1,127.0.0.1,8000.0,52994.0,TCP,0.0195000171661376,1222,13,0.0016250014305114,1.8439737896613902e-05,0.5660957884680075,9001.076923076924,94.0,666.6660797906809,62666.611500324005,0.0113475210239106,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,61691.0,1900.0,UDP,3.026160955429077,808,4,1.0087203184763591,1.551515281840289e-05,0.6365549854702233,0.0,202.0,1.3218067574442165,267.0049650037317,1.5381025378608463e-05,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,52995.0,TCP,0.0208799839019775,1222,13,0.0017399986584981,2.6020189053670927e-05,0.2868474919548597,9001.076923076924,94.0,622.605844000137,58524.94933601288,0.0149541431693574,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,65520.0,TCP,0.0187609195709228,1222,13,0.0015634099642435,2.176261623255805e-05,0.2868474919548597,9001.076923076924,94.0,692.9297868825375,65135.39996695853,0.0139199677181842,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,52989.0,TCP,0.0053520202636718,1222,13,0.0004460016886393,1.476723500420323e-06,0.2868474919548597,9001.076923076924,94.0,2428.9893086243765,228324.99501069132,0.0033110267024449,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,51589.0,1900.0,UDP,3.022413969039917,808,4,1.0074713230133057,2.5845284085335152e-05,1.0986468580825692,0.0,202.0,1.3234454449238195,267.33597987461155,2.565361762162417e-05,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,52990.0,TCP,0.0016689300537109,1222,13,0.0001390775044759,5.5720953974337646e-08,0.9830961867899616,9001.076923076924,94.0,7789.421714285714,732205.6411428571,0.00040064677738,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,50060.0,TCP,0.0039448738098144,1222,13,0.0003287394841512,5.433796827800404e-07,0.5660957884680075,9001.076923076924,94.0,3295.4159313429227,309769.0975462347,0.0016529188277551,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,56532.0,TCP,0.0033609867095947,1222,13,0.0002800822257995,5.00675062890347e-07,0.5660957884680075,9001.076923076924,94.0,3867.911754273959,363583.7049017521,0.0017876002715311,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,57658.0,1900.0,UDP,3.018651962280273,808,4,1.006217320760091,2.3251941583011003e-06,1.0986468580825692,0.0,202.0,1.3250947939617463,267.6691483802728,2.310827005586289e-06,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,56533.0,TCP,0.0027182102203369,1222,13,0.0002265175183614,1.96302934401476e-07,0.721473557737214,9001.076923076924,94.0,4782.558722919042,449560.51995439,0.0008666125950058,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,61136.0,TCP,0.013901948928833,1222,13,0.0011584957440694,8.08623352534078e-06,0.5660957884680075,9001.076923076924,94.0,935.120684628445,87901.34435507383,0.0069799423664142,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,192.168.0.102,,,,6.494786977767944,252,3,3.247393488883972,0.0674594155521077,0.6932064423178683,0.0,84.0,0.4619089140674182,38.800348781663125,0.0207734035875312,session_8,2,299.99777483940125,4,336,293.5029878616333,0.0,5_jittered_beacon,1
192.168.0.102,239.255.255.250,60994.0,1900.0,UDP,3.034188032150269,808,4,1.011396010716756,1.5625316046276162e-05,1.0986468580825692,0.0,202.0,1.3183098600403087,266.2985917281424,1.5449256157538937e-05,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,53336.0,TCP,0.0022249221801757,1222,13,0.0001854101816813,1.6914405718024582e-07,0.721473557737214,9001.076923076924,94.0,5842.900985855123,549232.6926703815,0.0009122695185692,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,53337.0,TCP,0.0040979385375976,1222,13,0.0003414948781331,7.471687632055869e-07,0.5660957884680075,9001.076923076924,94.0,3172.3267395857574,298198.71352106123,0.0021879354890772,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,49334.0,TCP,0.0023360252380371,1222,13,0.0001946687698364,1.0887926293889905e-07,0.8369968146974802,9001.076923076924,94.0,5565.008369054909,523110.7866911615,0.0005593052395121,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,61837.0,1900.0,UDP,3.027905941009521,808,4,1.009301980336507,1.803244975285957e-05,1.0986468580825692,0.0,202.0,1.3210449987314918,266.8510897437613,1.786625817066905e-05,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,49336.0,TCP,0.0032980442047119,1222,13,0.0002748370170593,3.4255883107903173e-07,0.721473557737214,9001.076923076924,94.0,3941.7300657847177,370522.6261837634,0.0012464071788593,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,54119.0,TCP,0.0041680335998535,1222,13,0.0003473361333211,5.788465276484404e-07,0.5660957884680075,9001.076923076924,94.0,3118.976776112573,293183.8169545819,0.0016665312707712,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,49309.0,1900.0,UDP,3.022433996200561,808,4,1.0074779987335205,1.886524728433869e-06,1.0986468580825692,0.0,202.0,1.3234366755496785,267.334208461035,1.8725220112055848e-06,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,53104.0,TCP,0.0019559860229492,1222,13,0.0001629988352457,7.220134850487943e-08,1.0986194437502277,9001.076923076924,94.0,6646.264261335934,624748.8405655777,0.0004429562235583,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,54643.0,TCP,0.015575885772705,1222,13,0.0012979904810587,1.4221095529225958e-05,0.2868474919548597,9001.076923076924,94.0,834.6234807898362,78454.6071942446,0.0109562402319206,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,54644.0,TCP,0.0029540061950683,1222,13,0.0002461671829223,2.413631960962448e-07,0.8369968146974802,9001.076923076924,94.0,4400.803228410008,413675.5034705408,0.0009804848608612,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,53701.0,1900.0,UDP,3.025398015975952,808,4,1.0084660053253174,2.982236780250484e-05,1.0986468580825692,0.0,202.0,1.322140088304928,267.0722978375955,2.9572010999899343e-05,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,54645.0,TCP,0.0209310054779052,1222,13,0.0017442504564921,2.6381098132885776e-05,0.2868474919548597,9001.076923076924,94.0,621.0881753254889,58382.28848059596,0.0151246044022492,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,61817.0,1900.0,UDP,3.0211148262023926,808,4,1.0070382754007976,4.728210203413457e-06,1.0986468580825692,0.0,202.0,1.3240145542657469,267.45093996168083,4.695164343710418e-06,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
192.168.0.102,224.0.0.251,5353.0,5353.0,UDP,0.6687459945678711,163,2,0.6687459945678711,0.0,0.000133338311138,20.25,81.5,2.9906721180324314,243.7397776196432,0.0,session_3,9,959.9917669296264,10,779,119.99897086620332,4.701411999974425e-05,5_jittered_beacon,1
fe80::eda:f382:efc9:c94d,ff02::fb,5353.0,5353.0,UDP,0.669281005859375,203,2,0.669281005859375,0.0,0.000133338311138,20.25,101.5,2.988281428115453,303.3105649537185,0.0,session_4,9,959.9911711215972,10,979,119.99889639019966,4.745675403849958e-05,5_jittered_beacon,1
127.0.0.1,127.0.0.1,49712.0,49713.0,TCP,490.75523686409,220276,4950,0.0991625049230329,1.847839548032608,0.0385730879706176,0.2504039995918784,44.50020202020202,10.08649450514342,448.8510431545397,18.634458149951413,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,49714.0,49715.0,TCP,490.75471901893616,218868,4918,0.0998077524952076,1.859929019706824,0.0387937082784021,0.263814810141299,44.503456689711264,10.02129945857991,445.9824664295379,18.635115742097582,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,49712.0,49713.0,TCP,3.0318820476531982,3382,76,0.0404250939687093,0.1197471344275229,0.0708126440651858,0.25,44.5,25.066938226975925,1115.4787511004288,2.962198047584308,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,49714.0,49715.0,TCP,3.031407833099365,3382,76,0.0404187711079915,0.1198041811670007,0.0708126440651858,0.25,44.5,25.07085954260937,1115.6532496461168,2.964072827620264,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,65372.0,1900.0,UDP,3.023557186126709,808,4,1.0078523953755696,1.791263254189188e-05,0.6365549854702233,0.0,202.0,1.3229450457737666,267.23489924630087,1.777307135854636e-05,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,49712.0,49713.0,TCP,405.3548409938812,116768,2624,0.154538635529501,2.934429922269773,0.0548558974706501,0.25,44.5,6.473340724305323,288.0636622315869,18.98832555506547,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,49714.0,49715.0,TCP,405.3538329601288,116152,2610,0.1553675097585775,2.950236644395688,0.0551111405736604,0.2561230751163371,44.502681992337166,6.438819095258743,286.54471860248793,18.98876186520593,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,192.168.0.255,57621.0,57621.0,UDP,1034.835322141647,3268,43,24.638936241467796,103.00819000922884,0.8866105378527667,0.0,76.0,0.041552505099081,3.157990387530161,4.180707681521743,session_2,1,1034.835322141647,43,3268,0.0,0.0,5_jittered_beacon,1
127.0.0.1,127.0.0.1,50821.0,50822.0,TCP,0.0488781929016113,474,10,0.0054309103224012,0.0001757781168084,0.6837518944482056,25.440000000000005,47.4,204.590215111458,9697.576196283107,0.0323662344567629,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,62871.0,TCP,0.0266180038452148,1222,13,0.0022181669871012,3.837426687722553e-05,0.5660957884680075,9001.076923076924,94.0,488.39124359571497,45908.7768979972,0.0172999900820695,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,57936.0,TCP,0.0194830894470214,1787,13,0.0016235907872517,8.635801595207542e-06,0.721473557737214,40447.17159763315,137.46153846153845,667.2453070314986,91720.56643579138,0.005318952080176,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,53338.0,TCP,0.787647008895874,1787,13,0.0656372507413228,0.0454700722146077,0.2868474919548597,40447.17159763315,137.46153846153845,16.50485541514776,2268.782817451465,0.6927479701093179,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,54721.0,TCP,0.2810800075531006,1787,13,0.0234233339627583,0.005374086106698,0.2868474919548597,40447.17159763315,137.46153846153845,46.250176642478166,6357.620435392961,0.2294330139015432,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,52267.0,TCP,0.4378631114959717,1787,13,0.0364885926246643,0.013640604171685,0.2868474919548597,40447.17159763315,137.46153846153845,29.689644225989102,4081.184171680195,0.3738320168168055,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,50150.0,TCP,150.74192094802856,635,13,12.561826745669046,369.1820978623439,0.8239689781594348,32.13017751479289,48.84615384615385,0.0862401110337583,4.212497731264348,29.389204718145564,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,50151.0,TCP,0.0264041423797607,1222,13,0.0022003451983133,4.4167260146900216e-05,0.2868474919548597,9001.076923076924,94.0,492.3469890832257,46280.61697382322,0.0200728777378909,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,52994.0,TCP,0.0195000171661376,1222,13,0.0016250014305114,1.8439737896613902e-05,0.5660957884680075,9001.076923076924,94.0,666.6660797906809,62666.611500324005,0.0113475210239106,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,61691.0,1900.0,UDP,3.026160955429077,808,4,1.0087203184763591,1.551515281840289e-05,0.6365549854702233,0.0,202.0,1.3218067574442165,267.0049650037317,1.5381025378608463e-05,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,52995.0,TCP,0.0208799839019775,1222,13,0.0017399986584981,2.6020189053670927e-05,0.2868474919548597,9001.076923076924,94.0,622.605844000137,58524.94933601288,0.0149541431693574,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,65520.0,TCP,0.0187609195709228,1222,13,0.0015634099642435,2.176261623255805e-05,0.2868474919548597,9001.076923076924,94.0,692.9297868825375,65135.39996695853,0.0139199677181842,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,52989.0,TCP,0.0053520202636718,1222,13,0.0004460016886393,1.476723500420323e-06,0.2868474919548597,9001.076923076924,94.0,2428.9893086243765,228324.99501069135,0.0033110267024449,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,51589.0,1900.0,UDP,3.022413969039917,808,4,1.0074713230133057,2.5845284085335152e-05,1.0986468580825692,0.0,202.0,1.3234454449238195,267.33597987461155,2.565361762162417e-05,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,52990.0,TCP,0.0016689300537109,1222,13,0.0001390775044759,5.5720953974337646e-08,0.9830961867899616,9001.076923076924,94.0,7789.421714285714,732205.6411428571,0.00040064677738,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,50060.0,TCP,0.0039448738098144,1222,13,0.0003287394841512,5.433796827800404e-07,0.5660957884680075,9001.076923076924,94.0,3295.4159313429227,309769.0975462347,0.0016529188277551,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,56532.0,TCP,0.0033609867095947,1222,13,0.0002800822257995,5.00675062890347e-07,0.5660957884680075,9001.076923076924,94.0,3867.911754273959,363583.7049017521,0.0017876002715311,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,57658.0,1900.0,UDP,3.018651962280273,808,4,1.006217320760091,2.3251941583011003e-06,1.0986468580825692,0.0,202.0,1.3250947939617463,267.6691483802728,2.310827005586289e-06,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,56533.0,TCP,0.0027182102203369,1222,13,0.0002265175183614,1.96302934401476e-07,0.721473557737214,9001.076923076924,94.0,4782.558722919042,449560.51995439,0.0008666125950058,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,61136.0,TCP,0.013901948928833,1222,13,0.0011584957440694,8.08623352534078e-06,0.5660957884680075,9001.076923076924,94.0,935.120684628445,87901.34435507383,0.0069799423664142,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,192.168.0.102,,,,6.494786977767944,252,3,3.247393488883972,0.0674594155521077,0.6932064423178683,0.0,84.0,0.4619089140674182,38.800348781663125,0.0207734035875312,session_8,2,299.99777483940125,4,336,293.5029878616333,0.0,5_jittered_beacon,1
192.168.0.102,239.255.255.250,60994.0,1900.0,UDP,3.034188032150269,808,4,1.011396010716756,1.5625316046276162e-05,1.0986468580825692,0.0,202.0,1.3183098600403087,266.2985917281424,1.5449256157538937e-05,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,53336.0,TCP,0.0022249221801757,1222,13,0.0001854101816813,1.6914405718024582e-07,0.721473557737214,9001.076923076924,94.0,5842.900985855123,549232.6926703815,0.0009122695185692,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,53337.0,TCP,0.0040979385375976,1222,13,0.0003414948781331,7.471687632055869e-07,0.5660957884680075,9001.076923076924,94.0,3172.3267395857574,298198.71352106123,0.0021879354890772,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,49334.0,TCP,0.0023360252380371,1222,13,0.0001946687698364,1.0887926293889905e-07,0.8369968146974802,9001.076923076924,94.0,5565.008369054909,523110.7866911615,0.0005593052395121,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,61837.0,1900.0,UDP,3.027905941009521,808,4,1.009301980336507,1.803244975285957e-05,1.0986468580825692,0.0,202.0,1.3210449987314918,266.8510897437613,1.786625817066905e-05,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,49336.0,TCP,0.0032980442047119,1222,13,0.0002748370170593,3.4255883107903173e-07,0.721473557737214,9001.076923076924,94.0,3941.7300657847177,370522.6261837634,0.0012464071788593,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,54119.0,TCP,0.0041680335998535,1222,13,0.0003473361333211,5.788465276484404e-07,0.5660957884680075,9001.076923076924,94.0,3118.976776112573,293183.8169545819,0.0016665312707712,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
192.168.0.102,239.255.255.250,49309.0,1900.0,UDP,3.022433996200561,808,4,1.0074779987335205,1.886524728433869e-06,1.0986468580825692,0.0,202.0,1.3234366755496785,267.334208461035,1.8725220112055848e-06,session_0,18,1019.3996322155,45,8685,59.96468424797058,0.4437224441482733,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,53104.0,TCP,0.0019559860229492,1222,13,0.0001629988352457,7.220134850487943e-08,1.0986194437502277,9001.076923076924,94.0,6646.264261335934,624748.8405655777,0.0004429562235583,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,54643.0,TCP,0.015575885772705,1222,13,0.0012979904810587,1.4221095529225958e-05,0.2868474919548597,9001.076923076924,94.0,834.6234807898362,78454.6071942446,0.0109562402319206,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
127.0.0.1,127.0.0.1,8000.0,54644.0,TCP,0.0029540061950683,1222,13,0.0002461671829223,2.413631960962448e-07,0.8369968146974802,9001.076923076924,94.0,4400.803228410008,413675.5034705408,0.0009804848608612,session_1,32,1046.5742139816284,15589,711525,27.2197966729441,429.4297833501852,5_jittered_beacon,1
